titles,content,label
Causa Commerzialbank Mattersburg: Genossenschafter mit Forderungen des Masseverwalters konfrontiert,"Wirtschaftskriminalität    23. Juli 2021 / 18:45Causa Commerzialbank Mattersburg: Genossenschafter mit Forderungen des Masseverwalters konfrontiertKein Ende scheint die Causa Commerzialbank Mattersburg zu nehmen. Aktuell sehen sich rund 2.500 ehemalige Genossenschafter und deren Erben mit einer schriftlichen Aufforderung des Landesgerichts Eisenstadt als Insolvenzgericht konfrontiert. Der Masseverwalter im Insolvenzverfahren fordert von den Ex-Genossenschaftern bzw. deren Erben einen finanziellen Beitrag.Grund der Forderung ist, dass die Genannten teilweise seit Jahrzehnten Anteile an der Eigentümergenossenschaft der Commerzialbank halten, die Hauptaktionär der CMB gewesen ist, und damit haftbar sind.7,27 Euro pro Genossenschafter ist an Masse zu bezahlenDie vom Gericht eingeforderten Beträge sind zumeist gering, Von der großen Mehrzahl der Personen wird ein Beitrag von 7,27 Euro verlangt, zahlbar binnen 14 Tagen. Verwunderung besteht bei den Angeschriebenen, dass das Schreiben auch Namen, Geburtsdatum, Adresse und Höhe der Forderung der jeweils anderen betroffenen Genossenschaftern bzw. jeweiligen Erben enthält.Hier kommen bei vielen Betroffenen Zweifel auf, ob das mit den einschlägigen Regelungen des Datenschutzes vereinbar ist. Das Landesgericht Eisenstadt verweist auf die Bestimmungen des Genossenschaftsgesetzes.Einspruch gegen Aufforderung möglichPersonen, die sich als Ex-Genossenschafter oder Erbe als zu Unrecht für die Haftung herangezogen sehen, können sich an das Landegericht wenden und einen Einspruch gegen die Aufforderung einlegen.Über diese Fälle soll dann bei einer Tagsatzung des Insolvenzgerichts am 11. Oktober entschieden werden. Das Eisenstädter Landesgericht bietet in diesem Zusammenhang eine Rechtsberatung an.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
"Nur noch geimpfte Gäste Zutritt zur Gastronomie: „Mario, was soll das?“","Coronavirus    23. Juli 2021 / 10:06Nur noch geimpfte Gäste Zutritt zur Gastronomie: „Mario, was soll das?“„Mario, was soll das?“, fragt nun auch der prominente Hotelier und Bürgermeister von Bad Kleinkirchheim in Kärnten, Matthias Krenn, nachdem WKO-Spartenobmann Mario Pulker eine Impfpflicht für alle Gäste in der Gastronomie forderte.WK-Mitglieder „sprachlos“Krenn veröffentlichte einen offenen Brief an den Obmann der Gastronomie in der Wirtschaftskammer, Mario Pulker. In diesem heißt es:Dass ausgerechnet du als oberster WKO-Gastronom allen Nicht-Geimpften, Gesunden, Genesenen und Getesteten den Zutritt zu den Lokalen deiner Mitglieder verwehren willst, ist hochgradig verstörend und hinterlässt deine WK-Mitglieder sprachlos.Ohnehin schon als Sündenbock abgestempeltDie Wirtschaftskammer habe die Interessen ihrer Mitglieder zu vertreten und bei der Bundesregierung zu platzieren und nicht den Gastronomen die Interessen der Bundesregierung und der Impflobby aufzuzwingen. Dass die Gastronomie – ohnehin schon von Bund und Land Wien als Sündenbock abgestempelt – sich jetzt auch noch gegen „firendly fire“ aus der eigenen WK-Vertretung wehren müsse, sei eigentlich unfassbar“, legt Krenn nach.Kaum Neuinfektionen in der GastronomieKrenn verweist auf eine aktuelle AGES-Studie, in der Neuinfektionen in der Gastronomie kaum festzustellen sind. Und er appelliert an Spartenobmann Mario Pulker:Sag deinen ÖVP-Freunden, sie sollen die Reisebewegungen an den Flughäfen und Grenzen kontrollieren und dafür sorgen, dass keine Neuinfektionen importiert werden. Aber setz dich endlich auch für deine Gastronomen ein und richte Kurz und Co aus, sie sollen die Leute nicht mit falschen Informationen verunsichern und die tausenden Unternehmer, die sich an die Regeln halten und ohnehin schon genug gestraft wurden, endlich in Ruhe lassen.Hausverbot für Gastro-Obmann in der WachauKrenn ist nicht der Einzige, der sich über die Aussage seines Spartenobmanns ärgert. Wie der Kurier berichtete, war Nikolaus Saahs vom Nikolaihof Wachau nach dem Impf-Sager von Pulker derart erbost, dass er ihm via Facebook ein „lebenslanges Hausverbot“ verhängte. Saahs schrieb wörtlich:Lieber Mario Pulker,Hiermit erteile ich Dir im Nikolaihof Wachau ein lebenslanges Hausverbot!Du forderst eine Impfplicht für alle damit die Kontrollen einfacher werden!Gehts noch?Seit Jahren habe ich von Dir als Spartenobmann nur noch unseriöse und dumme Aussagen gehört!Bitte ziehe Dich in ein WKÖ Kammerl zurück und schweige!Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Deutsch-Russische Annäherung: Trotz allen Bedenken kommt Nord Stream 2,"Energie    23. Juli 2021 / 09:32Deutsch-Russische Annäherung: Trotz allen Bedenken kommt Nord Stream 2Die Unterwassergasleitung in der Ostsee „Nord Stream 2“ soll Deutschland direkt mit russischem Gas versorgen. Kritik daran kam von vielen Seiten, die USA drohten mit gar harten Wirtschaftssanktionen. Nun haben aber auch diese den Bau akzeptiert. Hauptsieger ist die Deutsch-Russische Annäherung.Deutschland bezieht nun direkt von RusslandRussland ist mit seinen riesigen Rohstoffvorkommen einer der Hauptlieferanten für Gas nach Europa. Staaten wie Weißrussland oder die Ukraine sind komplett von den Lieferungen abhängig. Auch Deutschland bezieht fast sein ganzes Gas aus Russland. Bis 2012 wurde Deutschland umständlich über die JAMAL-Linie (Russland-Weißrussland-Polen-Deutschland) und die TRANSGAS-Line (Russland-Weißrussland-Ukraine-Slowakei-Tschechien-Deutschland) versorgt. Auch Österreich wird über TRANSGAS versorgt. Mit der Fertigstellung der Nord Stream 1 Leitung 2012 konnte Deutschland erstmals direkt von Russland ohne Transitstaaten Gas beziehen. Dabei verlief eine Unterwasserleitung durch die Ostsee vom russischen Wiburg (Wyborg) nach Greifswald.Unabhängigkeit von TransitstaatenMit Nord Stream 2 wird seit Jahren eine parallele Line zu Nord Stream 1 gebaut. Theoretisch würden die Kapazitäten damit für Deutschland ausreichen, um das gesamte Gas direkt aus Russland zu beziehen. Aus der Angst vor einer deutschen Abhängigkeit von Russland (und einer Unabhängigkeit von den bisherigen Transitstaaten) gab es von Ost und West fast ausschließlich Kritiker. Die Baltischen Staaten, die Ukraine und Polen befürchten, dass Russland seine geopolitische Vormachtstellung ausbaut. Russland könnte nun einzelnen osteuropäischen Staaten das Gas „zudrehen“, ohne dass der Westen davon betroffen ist (von Greifswald aus ist das Leitungsnetz an Westeuropa angeschlossen).USA drohten lange mit SanktionenDer weltanschaulich durch die Vereinigten Staaten geprägte Westen, inklusive die Europäische Union, verurteilten den Bau von Anfang an. Wirkliche wirtschaftliche Gründe konnten sie dabei nicht nennen. Es ist offensichtlich, dass sie eine Annäherung Deutschlands an Russland befürchten. Die Vereinigten Staaten drohten Deutschland sogar bis zuletzt mit harten Wirtschaftssanktionen und forderten energisch einen Baustopp.Kompromiss mit DeutschlandDoch wie der ORF berichtet, knickten nun die Vereinigten Staaten ein und erzielten eine Vereinbarung mit Deutschland. Deutschland verpflichte sich demnach, Wirtschaftssanktionen gegen Russland zu erheben, wenn es die Energieabhängigkeit der osteuropäischen Staaten als Waffe gegen diese einsetzt. Dennoch kann dies nur als großer Sieg für Russland gewertet werden, denn trotz internationalem Druck wird die Linie fertiggestellt. Auch Deutschland wird davon geopolitisch nur profitieren. Von Russland war man auch bis jetzt abhängig, da das Gas ursprünglich aus dem Land kommt, nun erspart man sich jedoch die Abhängigkeit von einer Reihe von Transitstaaten.Starke deutsch-russische AnnäherungAuch wenn Bundeskanzlerin Angela Merkel (CDU) stets betont, dass der Bau keinerlei geopolitische Bedeutung hat und nur wirtschaftlicher Natur sei, lässt sich nicht leugnen, dass der größte Gewinner die deutsch-russische Annäherung ist. Durch die Wirtschaftssanktionen der EU gegen Russland (mit denen sie sich auch genauso selbst schadet) war die deutsch-russische Beziehung auf einem neuen Tiefpunkt angelangt. Durch das Energieprojekt werden die zwei Staaten jedoch enger zusammengeschweißt, als manch anderen lieb ist. Trotz inzwischen fast 80 Jahren Frieden, trotz der Europäischen Union, beleben Länder wie Frankreich und Polen wieder alte Geister und zeigen ihre tiefe Furcht vor einem deutsch-russischen Bündnis.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Gericht bestätigt: China-Masken sind nicht „Made in Austria“,"Coronavirus    21. Juli 2021 / 18:13Gericht bestätigt: China-Masken sind nicht „Made in Austria“Einen schweren Schlag musste die Firma Hygiene Austria jetzt vor dem Handelsgericht in Wien einstecken. Die in ihrem Auftrag in China hergestellten FFP2-Masken dürfen nicht mehr als „Made in Austria“ bezeichnet und beworben werden.Erfolgreiche VKI-KlageDer Gerichtsentscheidung war eine Klage des Vereins für Konsumenteninformation (VKI) vorausgegangen. Dem vom VKI angestrengten Gerichtsverfahren war massive öffentliche und politische Kritik am Vorgehen der Hygiene Austria im Zusammenhang mit der teilweisen Auslagerung der Produktion auf einen chinesischen Lohnfabrikanten vorausgegangen.Besonders pikant dabei ist die Tatsache, dass die Firma Hygiene Austria bei ihrem Produktionsstart 2020 eine massive mediale und politische Unterstützung von Bundeskanzler Sebastian Kurz, Arbeitsministern Christine Aschbacher und Wirtschaftsministerin Margarete Schramböck, alles Regierungsmitglieder der ÖVP, genossen hat.Massive Kritik am Joint Venture von Lenzing und PalmersDie Hygiene Austria war ursprünglich ein Joint Venture der österreichische Textilfirmen Lenzing AG und der Palmers Textil AG. Spätestens seit Anfang März 2021 stand das Projekt im Zusammenhang mit der Herstellung von FFP2-Masken in massiver öffentlicher Kritik. Grund dafür war, dass ein Teil der Masken offenbar nicht in Österreich, sondern in China gefertigt worden waren. Österreichische Masken-Händler nahmen Produkte der Firma daraufhin reihenweise aus ihrem Sortiment.Zukünftig darf die Firma Masken, die sie an Standorten außerhalb Österreichs produziert, etwa auch in China, nicht mehr als „Made in Austria“ bezeichnen, bewerben und in Verkehr bringen.FPÖ fordert Aufklärung der Gesamt-Causa „Hygiene Austria“Für die FPÖ geht es neben dem Werbeverbot „Made in Austria“ aber um die Aufklärung der gesamten Angelegenheit „Hygiene Austria“. So würden laut FPÖ-Konsumentensprecher Peter Wurm die Ermittlungen rund um mutmaßliches Lohn- und Sozialdumping und Maskenetikettierung ganz am Anfang stehen.Auch dort würden die Verwaltungs- und Strafbehörden noch einiges zu tun bekommen, wenn man sich die bisherigen Ergebnisse ansehe. Daran schließe nahtlos der Beschaffungsskandal beim Einkauf von Hygiene Austria-Masken im großen Stil durch Ministerien und öffentliche Einrichtungen an, der bereits in einer ersten Runde Gegenstand des Rechnungshof-Unterausschusses in den letzten Monaten gewesen war, so der freiheitliche Konsumentensprecher.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Wirecard: Kurz-Freund Markus Braun bleibt weiter in Untersuchungshaft,"Wirtschaftskriminalität    17. Juli 2021 / 16:46Wirecard: Kurz-Freund Markus Braun bleibt weiter in UntersuchungshaftDer ehemalige Vorstandschef von Wirecard, Markus Braun, Freund und Unterstützter von ÖVP-Bundeskanzler Sebastian Kurz, bleibt weiter in Untersuchungshaft.Vorwurf des gewerbsmäßigen BetrugsDer zuständige 2. Strafsenat des Oberlandesgerichts München ordnete die Fortdauer der U-Haft gegen den schillernden und mutmaßlich wirtschaftskriminellen Ex-Manager an. Im Sommer 2020 war das ehemalige an der Frankfurter Dax-Börse notierende Unternehmen nach der Aufdeckung von finanziellen Unregelmäßigkeiten in Milliardenhöhe in die Insolvenz geschlittert.Der Haftprüfungsentscheidung war eine wochenlange verfahrensrechtliche Auseinandersetzung zwischen dem Verteidigerteam von Braun und der Münchner Staatsanwaltschaft vorausgegangen. Die Strafermittler werfen dem Österreicher Braun und weiteren Wirecard-Führungskräften gewerbsmäßigen Betrug vor. So sollen die Wirecard-Manager Banken und Investoren mit Hilfe manipulierter Bilanzen um rund drei Milliarden Euro betrogen haben, so der Vorhalt der Staatsanwaltschaft München.Mei-Pochtler benannte Braun in  Think-Tank von KurzUnangenehm bleiben die Causa Wirecard und die Ermittlungen gegen Markus Braun auch für den österreichischen ÖVP-Bundeskanzler. Braun war von der Leiterin des Think-Tanks von Kurz, der Unternehmensberaterin Antonella Mei-Pochtler, benannt worden. Über dieses Beratergremium hatte Braun auch Zugang zur österreichischen Bundesregierung.Zuvor soll Braun in den letzten Jahren auch namhafte Beträge an die ÖVP gespendet haben. In der Bundesrepublik Deutschland beschäftigt sich auch ein parlamentarischer Untersuchungsausschuss des Bundestages mit der Causa Wirecard, der die Verbindungen von Braun und Co in höchste Politikerkreise beleuchtet.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Baukosten klettern nach oben: Deutlicher Anstieg im Baukostenindex,"Bauwesen    17. Juli 2021 / 07:47Baukosten klettern nach oben: Deutlicher Anstieg im BaukostenindexAuch im vergangenen Monat legte der Baukostenindex für Wohnbau laut Statistik Austria zu. Verglichen mit dem Vergleichsmonat 2020 stieg er bis Juni 2021 um 12,4 Prozent. Gegenüber Mai war der Index um 1,7 Prozent höher.Aber auch der Tiefbau war von einem Kostenanstieg betroffen. Der Index für den Straßenbau stieg um 9,5 Prozent gegenüber Juni 2020 und um 1,1 Prozent gegenüber dem vergangenen Mai. Noch stärker stiegen die Kosten im Brückenbau, nämlich um 17,6 Prozent gegenüber dem Vorjahresmonat und um 2,5 Prozent gegenüber dem Vormonat. Die Kosten für den Siedlungswasserbau lagen im Juni um 9,1 Prozent höher als im Juni des Vorjahres und um 1,6 Prozent gegenüber dem Mai.Rohstoffe werden immer teurerSeit Monaten steigen die Preise für Rohstoffe und Materialien wie Eisenerz, Kohle, Stahl oder auch Bauholz, was die Kosten am Bau nach oben treibt.Besonders teurer wurden vor allem jene Baukosten, wo Stahlprodukte benötigt werden, wie eben im Brückenbau, gefolgt von Kosten für die Warengruppe Kunststoffwaren. Im Wohnbau wirkten sich die hohen Holzpreise sowie Verteuerungen bei Polystyrol und Schaumstoffplatten aus. Aber auch der Preisanstieg bei Diesel und Treibstoffen hat einen Anteil an den hohen Kostensteigerungen.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Autovermieter Sixt macht sich über Baerbock lustig,"Bündnis 90/Die Grünen    11. Juli 2021 / 18:25Autovermieter Sixt macht sich über Baerbock lustig“Sie verwenden ungern Eigenes?” Auf einem heute veröffentlichten Werbebanner nimmt der deutsche Autovermieter Sixt die Plagiats-Vorwürfe gegen die Grünen-Kanzlerkandidatin Annalena Baerbock auf die Schippe.Sixt-Werbung spottet über Baerbock Wie schon in der Vergangenheit mit Bundeskanzlerin Angela Merkel verwendet Autovermieter Sixt deutsche Politiker als Projektionsfläche für die eigene Aufreger-Werbung: Die Mundwinkel von Annalena Baerbock sind nach unten gezogen, im Hintergrund ist das bekannte Sixt-Orange zu sehen. Darüber steht in weißen Lettern: „Sie verwenden ungern Eigenes?“Der Münchner Verleih-Riese, für den sich die Hamburger Agentur Jung von Matt die Werbekampagnen ausdenkt, schrieb dazu auf Twitter: „Günstig mieten, sharen oder abonnieren – natürlich nur beim Original.“Pikant: Sixt sponsert die CSUNur wenige Tage vor der Veröffentlichung der Kampagne wurde bekannt, dass Sixt die CSU mit gut 120.000 Euro unterstützt. Das ist aber nicht überraschend, denn auch in der Vergangenheit unterstützte die Münchner Firma die FDP und die Unionsparteien.Sixt Deutschland@SixtDEGünstig mieten, sharen oder abonnieren – natürlich nur beim Original: SIXT. 😉 #SIXT #Baerbock #Plagiat https://t.co/FayVgwbUej5:22 PM · Jul 9, 2021    10.2K    2.3KWenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
"Folgen der Corona-Politik: Preisexklusion bei Holz, Stahl oder Dämmmaterialien","Inflation    10. Juli 2021 / 08:29Folgen der Corona-Politik: Preisexklusion bei Holz, Stahl oder DämmmaterialienWer Geld hatte, der versuchte seit Beginn der Corona-Politik es in Sicherheit zu bringen. Vor allem wurde in Beton-Gold investiert, also in Immobilien – egal wie überteuert die Objekte auch waren.Vollholzpreise fast verdoppeltJetzt kommt aber der nächste Schub für hohe Preise im Immobilienbereich. Wie das Statistische Bundesamt in Wiesbaden mitteilte, waren die Erzeugerpreise bei Konstruktionsvollholz um 83,3 Prozent höher als im Vergleich zum Vorjahresmonat. Für Dachlatten musste 45,7 Prozent und für Bauholz 38,4 Prozent mehr bezahlt werden als noch vor einem Jahr.Ähnlich sieht es beim Stahl aus. Betonstahl in Stäben war im Mai um 44,3 Prozent teurer, Betonstahlmatten kosteten 30,4 Prozent mehr als noch ein Jahr zuvor. Bitumen, das unter anderem zur Abdichtung von Dächern, Gebäuden und Fundamenten gegen eindringendes Wasser verwendet wird, kostete um 63,9 Prozent mehr als 2020.Vergleichsweise wenig stiegen die Preise für Kies und Sand (4,8 Prozent), Mauerziegel (2,2 Prozent), Dachziegel (2,2 Prozent), Frischbeton (1,7 Prozent) oder Gipserzeugnisse für den Bau (1,4 Prozent).Corona-Politik mit FolgenDas Statistische Bundesamt nennt als „Hauptgründe für die anziehenden Holz- und Stahlpreise die steigende Nachfrage im In- und Ausland während der Corona-Pandemie sowie Probleme in der Versorgung mit Rohstoffen“.Als Folge stieg auch der Erzeugerpreisindex gewerblicher Produkte insgesamt, nämlich um 7,2 Prozent. Dies war der höchste Anstieg gegenüber dem Vorjahresmonat seit der Finanzkrise im Oktober 2008.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Trübe Aussichten: Fast jedes zweite Handelsunternehmen erwartet niedrige Umsätze,"Handel    27. Juni 2021 / 16:11Trübe Aussichten: Fast jedes zweite Handelsunternehmen erwartet niedrige UmsätzeDie Corona-Politik der schwarz-grünen Regierung hat bei mehr als jedem zweiten Händler zu dramatischen Umsatzeinbußen geführt. 52 Prozent verloren unverschuldet mehr als 25 Prozentpunkte beim Umsatz.Statt aufwärts ging es abwärtsWäre 2020 ein freies Wirtschaftsjahr gewesen, dann hätte der Handel gute Umsätze erzielt. Aber durch das Verbot, die Geschäfte zu öffnen, verlor der Großhandel 36 Prozent, fast so viel wie Juweliere, Optiker und Fotoserviceanbieter mit 39 Prozent Umsatzminus. Nicht einmal jeder dritte Händler konnte steigende Umsätze verzeichnen (31 Prozent).Düstere StimmungObwohl ÖVP-Kanzler Sebastian Kurz nicht müde wird, die Folgen seiner Corona-Politik klein zu reden, rechnet die Branche damit, dass die Folgen noch lange wirksam sein werden – selbst wenn jetzt die „alte“ Normalität einkehren sollte.Für das Jahr 2021 erwartet fast die Hälfte der Handelsunternehmen (43 Prozent) sinkende Umsätze von durchschnittlich minus vier Prozent. Österreichs Rückgrat, die kleinen Unternehmen, rechnen sogar mit einem Minus von sieben Prozent.Diese Zahlen sind das Ergebnis einer Umfrage des Handelsverbandes und der Prüfungs- und Beratungsorganisation EY.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Minus bei Neubau und Umbau: Einbruch bei Baugenehmigungen im April,"Bauwesen    19. Juni 2021 / 08:01Minus bei Neubau und Umbau: Einbruch bei Baugenehmigungen im AprilWie das Statistische Bundesamt in Wiesbaden mitteilte, hat es bei den Baugenehmigungen im April im Vergleich zum Vormonat März einen drastischen Einbruch gegeben. Die Behörden bewilligten den Neubau oder Umbau von 29.637 Wohnungen, was einem Minus – um Saison- und Kalendereffekte bereinigt – von 22,9 Prozent zum Vormonat entspricht.Weniger Ein- und ZweifamilienhäuserBesonders betroffen war der Wohnbau. Er ging im April um 25 Prozent im Vergleich zum März zurück, sehr hoch war der Einbruch bei Einfamilienhäusern mit einem Minus von 43 Prozent. Bei Zweifamilienhäusern wurde um ein Drittel (33,3 Prozent) weniger genehmigt.Gesamt dennoch ein PlusWeil in den ersten drei Monaten deutlich mehr Baumaßnahmen als üblich genehmigt wurden, ergibt sich für 2021 bis jetzt dennoch ein Plus. Seit Jänner wurden um 13,8 Prozent mehr Baugenehmigungen ausgesprochen als im Vergleichszeitraum 2020.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
