titles,content,label
Bundeskanzler Kurz vergleicht gegen ihn ermittelnde Staatsanwälte mit Kinderschändern,"Neue ÖVP    27. Juli 2021 / 10:43Bundeskanzler Kurz vergleicht gegen ihn ermittelnde Staatsanwälte mit KinderschändernÖVP-Bundeskanzler Sebastian Kurz vergleicht in einem Interview mit dem Online-Medium vol.at Ermittlungen gegen seine Person mit dem Missbrauch tausender Kinder durch pädophile Amtsträger der katholischen Kirche. Kurz kann Vorwürfe nicht konkretisieren Dass pädophile Ordensbrüder für sexuelle Übergriffe an Kindern kritisiert wurden, habe der katholischen Kirche geholfen. Deshalb sei es auch richtig, die gegen ihn ermittelnden Staatsanwälte zu kritisieren, meint ÖVP-Bundeskanzler Sebastian Kurz in einem TV-Interview mit “Vorarlberg Live”. Interessant ist hierbei auch der Fakt, dass die ÖVP rund um Andreas Khol Ende der 1990er Jahre massiv gegen die Aufdeckung von Missbrauchsvorfällen in der Kirche mobil machte und sogar die Beschlagnahmung einer profil-Ausgabe verlangte.Im Interview legt der ÖVP-Chef danach nochmal nach und wirft der Anti-Korruptionsbehörde explizit Verfehlungen vor:Wenn sich jemand etwas zuschulden kommen lässt, dann ist es auch legitim, das anzusprechen.Was sich die Wirtschafts- und Korruptionsstaatsanwaltschaft (WkStA) zu schulden kommen hat lassen, bleibt jedoch im Dunklen.Dass der Bundeskanzler die Ermittler mit Pädophilen vergleicht ist aber kein Novum. Auch in seiner Befragung im U-Ausschuss bemühte er die fragliche Gleichsetzung.Kurz hält Türkei für Nachbarland AfghanistansFür den Bundeskanzler war dies aber nicht der einzige verbale Ausrutscher: In einem BILD-Interview mit dem “Kanzler-Biografen” und Kurz-Vertrauten Paul Ronzheimer bezeichnete er die Türkei als “Nachbarland Afghanistans”. In Wahrheit trennen beiden Staaten mehrere tausend Kilometer. Der TV-Auftritt in dem deutschen Boulevard-Medium, der offensichtlich eine versuchte Flucht nach vorne war, ging damit maximal schief, auch wenn BILD den peinlichen Fauxpas in der Textversion nach einigen Minuten umschrieb.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Im Dienste der Regierung: Die Gagen der Medien-Bosse machen es möglich,"Mainstream-Medien    25. Juli 2021 / 12:55Im Dienste der Regierung: Die Gagen der Medien-Bosse machen es möglichEs lohnt sich, den Herrschenden den Diener zu machen und nicht als kritische Journalisten, sondern als Verstärker der Regierungspolitik Zeitung und Medien zu machen. Das zeigen die Gehälter der Medien-Vorstände. Trotz teils dramatisch sinkender Umsätze ihrer Unternehmen kamen sie persönlich bestens durch das Corona-Jahr 2020.Bertelsmann steigert Ergebnis trotz UmsatzrückgangSo sank etwa der Umsatz von Bertelsmann um 4,1 Prozent auf 17,3 Milliarden Euro. Das operative Ebitda-Ergebnis (vor Zinsen, Steuern und Abschreibungen) konnte dank der zahlreichen und üppigen Geldgeschenke durch die Regierung aber sogar gesteigert werden, nämlich um satte 8,9 Prozent. Von diesem Kuchen schnappten sich die vier Bertelsmann-Vorstände 28 Millionen Euro, 1,6 Millionen Euro mehr als im Jahr zuvor. Geschäftsführer Thomas Rabe ging 2020 mit mindestens zehn Millionen Euro nach Hause.Aber Rabe ist ein fleißiger Mann. Denn er arbeitet zusätzlich auch für die RTL Gruppe. Für diese Tätigkeit im Rahmen einer 50-Prozent-Verpflichtung bekommt er ein Gehalt von 1,3 Millionen Euro.Springer-Chef an der Spitze der Medien-GroßverdienerDoch mit diesem Gehalt ist Rabe keine Ausnahme im Mainstream-Medienbetrieb, ja nicht einmal an dessen Spitze. Dort befindet sich nämlich Springer-CEO Mathias Döpfner. Er verdiente 2019 stolze 22,1 Millionen Euro plus 2,1 Millionen Euro an Versorgungszusagen. Etwas mehr als die Hälfte der Vergütung war variabel.Auch für 2020 wird Döpfner einen hohen Millionenbetrag eingestreift haben, der variable Anteil dürfte deutlich geschrumpft sein. Denn Springer verzeichnete im Corona-Jahr nicht nur Umsatzrückgänge, sondern auch ein Minus beim Ebitda-Ergebnis und zwar von rund 20 Prozent.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
ORF sendete Schramböck-„Seifenoper“ als redaktionellen Beitrag,"Fernsehen    23. Juli 2021 / 19:28ORF sendete Schramböck-„Seifenoper“ als redaktionellen BeitragWie kommt eine Werbesendung der ÖVP als redaktioneller Beitrag ins Fernsehen? Ein gutes Beispiel dafür: Drei Produktionen zu „Digitales Österreich“, die 2020 auf ORF III zur Ausstrahlung kamen. Hergestellt von der Firma GPK live GmbH und im Auftrag des ÖVP-geführten Wirtschaftsministeriums, das sich die “Schramböck-Serie” um 321.119,64 Euro von den Steuerzahlern finanzieren ließ.Wrabetz kämpft um PostenBekanntgeworden ist der Medien-Skandal durch eine parlamentarische Anfrage am 17. Mai 2021, über die die Kronen Zeitung als erstes berichtete.ORF-Generaldirektor Alexander Wrabetz, eigentlich unter der SPÖ am Küniglberg installiert, dreht sich offenbar mit dem Wind, wenn es darum geht, seinen Posten zu behalten. Anders ist es nicht zu erklären, warum der Staatsfunk die ÖVP seit Monaten hofiert wie ein Kaiserpaar.“ÖVP-Werbefilme” als redaktionelle Beiträge gesendetHöhepunkt des journalistischen Abgesangs: Die von ÖVP-Wirtschaftsministerin Margarete Schramböck bezahlten Werbefilme zu „Digitales Österreich“ wurden – ohne Genierer – auf ORF III ausgestrahlt. Besonders fies: Den Zuschauern wurde die Schramböck-„Soap“ als redaktioneller Beitrag vorgesetzt.Schramböck verteidigt sich mit “Informationsbedarf”In der Kronen Zeitung verteidigt sich Margarete Schramböck damit, dass dieses Sendeformat vor dem Hintergrund der Covid-19-Pandemie entstanden sei. Es habe Informationsbedarf auch zu den Themen Digitalisierung und digitale Transformation bestanden. Gemeinsam mit „Mitarbeitern meines Kabinetts, der Digitalisierungsagentur und des ORF wurden mögliche Inhalte diskutiert“.“Deal” zwischen ORF und ÖVPSowohl ORF als auch Schramböck haben von diesem „Deal“ profitiert: Der ORF bekam neben den GIS-Gebühren, die er von den Österreichern einhebt, zusätzlich eine von den Österreichern bezahlte Serie über die Arbeit einer ÖVP-Ministerin geschenkt. Und Margarete Schramböck ließ sich von den Steuerzahlern eine Werbesendung in eigener Sache finanzieren. So geht es zu im Hause Österreich.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Armin Wolf auf der Anklagebank: Ist der Begriff „Corona-Leugner“ inkriminierend?,"Handelsgericht    22. Juli 2021 / 16:30Armin Wolf auf der Anklagebank: Ist der Begriff „Corona-Leugner“ inkriminierend?ORF-Anchorman Armin Wolf saß heute, Donnerstag, am Handelsgericht Wien auf der Anklagebank, weil ihn sieben Ärzte und Rechtsanwälte für seinen Twitter-Eintrag, in dem er diese als „Corona-Leugner“ bezeichnet haben soll, auf Widerruf und Unterlassung klagten.Das Medieninteresse am Prozess war groß. Der Richter ließ 19 akkreditierte Journalisten und vier, die die Pressestelle des Handelsgerichts seit drei Tagen nicht erreichen konnten, zur Verhandlung zu. Ein Vergleichsangebot des Richters lehnten die beiden Streitparteien ab.Ärger über Kurier-InseratGrund der Klage: Wolf hatte sich am 8. Jänner auf Twitter despektierlich über ein Inserat, das tags davor von Ärzten und Rechtsanwälten im Kurier auf Seite 3 geschaltet wurde und das auf die übertriebenen Maßnahmen der Bundesregierung im Zuge der Corona-Maßnahmen aufmerksam machen sollte, geäußert. Wolf schrieb wortwörtlich:Eine Tageszeitung, die allen Ernstes darüber diskutiert hat, ob man den Bundeskanzler in einem TV-Interview unterbrechen darf, druckt ein ganzseitiges Corona-Leugner-Inserat – „weil wir freie Meinungsäußerung für ein unantastbares Gut halten“. Muss ich nicht verstehen, oder?Unter dem Deckmantel der MeinungsfreiheitVor Gericht brachte Wolf vor, dass seine Äußerung nicht gegen die Anwälte und Ärzte, die dieses Inserat geschaltet haben und von denen er keinen einzigen beim Namen genannt hätte, gerichtet war, sondern gegen den Kurier. Die Zeitung habe das Inserat unter dem Deckmantel der Meinungsfreiheit veröffentlicht, ihm aber diese nicht zugestanden, als er in einem Interview den Bundeskanzler mit einer Frage unterbrochen habe.“Habe sie ja nicht Covidioten genannt”Weiters meinte er, dass er sich des Sprachgebrauchs „Corona-Leugner“ bedient habe, deren Begriff laut Duden Personen bezeichnet, die die Existenz oder die Gefahr der Pandemie leugnen würden. Der Begriff „Corona-Leugner“ sei daher eine sachliche Bezeichnung und habe keine abwertende Bedeutung. Schließlich, so Wolf, „habe ich sie ja nicht Covidioten genannt“.Keine Antwort auf Begriff “Holocaust-Leugner”Auf den Einwand von Kläger-Rechtsanwalt Siegfried Zachhuber, wie Wolf dann den Begriff „Holocaust-Leugner“ bewerten würde, bekam Zachhuber vom ORF-Mann keine Antwort, auch, weil der Richter diese Frage nicht zuließ. Die Frage habe mit dem Verhandlungsgegenstand nichts zu tun.“Keiner leugnet Gefahr von Covid”Rechtsanwalt Michael Brunner, einer der sieben Kläger, sagte aus, dass weder er, noch seine Mitstreiter die Gefahr von Covid und die Erkrankung durch das Virus leugnen würden. Er brachte aber Einwände gegen Regierungsmaßnahmen vor, wie das Maskentragen, die unzulässigen PCR-Tests an den gesunden Menschen oder den Impfstoff, der die Welt derzeit zu einem großen Versuchslabor mache.Brunner hat daher am 11. Oktober des Vorjahres mit anderen Juristen die Plattform „Rechtsanwälte für Grundrechte“ gegründet, um die Bevölkerung über die – zum Teil auch – verfassungswidrigen Maßnahmen der Regierung besser aufklären zu können.Urteil in vier bis sechs WochenDie Kläger verlangen von Wolf nun, dass er auf Twitter, wo er über 450.000 Follower verfügt, einen Widerruf veröffentlicht. Und zwar für die Dauer von 30 Tagen. Der Richter meinte, dass er nun über Meinungsfreiheit gegen Meinungsfreiheit entscheiden müsse und kündigte ein schriftliches Urteil nach seinem Urlaub in vier bis sechs Wochen an.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Mainstream-Medien im Dienste der Impfpropaganda und Angstmacherei,"Coronavirus    21. Juli 2021 / 08:55Mainstream-Medien im Dienste der Impfpropaganda und AngstmachereiAm letzten Donnerstag titelte die größte Südtiroler Tageszeitung, Dolomiten:Delta-Variante des Coronavirus fordert erstes Todesopfer in SüdtirolAngstmacherei purUnterhalb der Schlagzeile steht, dass „die Mutation auf dem Vormarsch“ und „alle stationären Patienten nicht geimpft“ seien.Das fährt ein. Die Angst vor der Delta-Variante scheint offenbar nicht unbegründet, ja und ohne Impfung wäre das Leben massiv gefährdet. Diese „Erkenntnis“ muss man angesichts der fetten Lettern zwangsläufig mitnehmen.Fehler wird nur leise kommuniziertDoch weit gefehlt! Denn Stunden später wird in der Internetausgabe berichtigt – ohne fette Lettern, ohne Entschuldigung, ohne Scham: Die Verstorbene war 90 Jahre alt, hatte zahlreiche schwere Vorerkrankungen und WAR geimpft.Delta-Variante weniger tödlichDie Delta-Variante gilt zwar als „besonders ansteckend“, ist aber laut einigen wissenschaftlichen Berichten nicht unbedingt tödlich, jedenfalls weniger letal als die ohnedies geringe Sterblichkeit des ursprünglichen Coronavirus.Falsche SchlussfolgerungenAbgesehen davon, dass hier die journalistische Sorgfaltspflicht vernachlässigt wurde (die italienische Konkurrenzzeitung Alto Adige berichtete von Anfang an richtig), zeigt dieses Beispiel, dass die Mainstream-Medien imstande sind, selbst wenn sie direkt neben den Fakten stehen, die falschen Fragen zu stellen und falsche Schlussfolgerungen zu ziehen. Die Frau war hochbetagt und hatte Vorerkrankungen. Ein Tod in diesem Alter ist nichts Außergewöhnliches, nichts Sensationelles.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Rechte Partei siegt gegen Internetgiganten Facebook vor Gericht,"Ungarn    20. Juli 2021 / 17:08Rechte Partei siegt gegen Internetgiganten Facebook vor GerichtDie junge ungarische Partei „Unsere Heimat“ wurde 2018 von László Toroczkai und ehemaligen Jobbik-Abgeordneten gegründet, nachdem die Jobbik von ihrem ehemals nationalen Programm abgegangen ist und sich zu einer EU-freundlichen, linksliberalen Partei von Grund auf verändert hatte. Obwohl die Partei erst drei Jahre alt ist, steht sie in den jüngsten Umfragen bei fünf Prozent der Stimmen, würde also die Vier-Prozent-Hürde zum Parlamentseinzug bei den Wahlen 2022 knacken. Schon jetzt haben sie zwei Parlamentsabgeordnete, die von der Jobbik gewechselt sind. Toroczkai selbst ist in seinem Heimatort Ásotthalom Bürgermeister.Toroczkai dokumentierte als erstes FlüchtlingskriseDabei gilt der bodenständige Bürgermeister vom Land als einer der einflussreichsten rechten „Polit-Influencer“ Ungarns. Auf seinem YouTube-Kanal, dem über 80.000 Menschen folgen (Stand: Juli 2021), dokumentierte er 2015 als erster die illegale Massenwanderung an der ungarisch-serbischen Grenze. Er war der Erste, der einen Grenzzaun forderte, der später von der Orbán-Regierung umgesetzt wurde.Seine Facebook-Seite hatte 200.000 Gefällt-mir Angaben, damit war er auf Platz fünf unter den ungarischen Politikerprofilen.Facebook mischte sich in EU-Wahl einKurz vor der Wahl zum Parlament der Europäischen Union 2019 schaltete Facebook ohne Begründung Toroczkais Seite, so wie fast alle Seiten seiner Partei, ab. Nachweislich wurden tausende Nutzer gesperrt, die Videos von ihm teilten. Mit 3,2 Prozent scheiterte die erst ein Jahr alte Partei anschließend nur knapp an dem Einzug ins EU-Parlament (4,7 wären nötig gewesen).Facebook ist in Ungarn das mächtigste Informationsmedium. Von neun Millionen Einwohnern gibt es sechs Millionen Nutzer. Toroczkai sah hier eine eklatante Einmischung des Weltkonzerns in die ungarischen Wahlen. Er verklagte Facebook.250.000 Euro SchadenersatzNun, nach zwei Jahren, gab ihm das ungarische Landesgericht in Szeged in erster Instanz recht. Wie Toroczkai auf einer Pressekonferenz (ungarisch) verkündet, wurde Facebook zu Schadenersatz in Höhe von 100.000.000 Forint (rund 250.000 Euro) verklagt, außerdem muss es die deaktivierten Seiten innerhalb von 14 Tagen wieder freischalten.Urteil ist sofort vollstreckbarDabei ging das ungarische Gericht in der Urteilsbegründung sehr weit: Es verbot Facebook ausdrücklich, in welcher Form auch immer, die Einmischung in ungarische Wahlen. Das Urteil kann also als Präzedenzfall angesehen werden.Facebook ignorierte den Gerichtsfall, es erschien nicht einmal ein Vertreter vor Gericht. Wenn der Konzern jedoch kein Rechtsmittel (14 Tage Zeit) einlegt, wird er das Urteil bald ernst nehmen müssen: Da Facebook-Europa seinen Firmensitz in Irland hat, ist der Betrag sofort innerhalb der EU mit einem vereinfachten Verfahren vollstreckbar.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Weil sie keinen “Bock auf Lockdown” hat: Futurezone-Chefredakteurin fordert Impfpflicht in Österreich,"Coronavirus    18. Juli 2021 / 07:06Weil sie keinen “Bock auf Lockdown” hat: Futurezone-Chefredakteurin fordert Impfpflicht in ÖsterreichImmer lauter werden die bedenklichen und zutiefst undemokratischen Stimmen nach einer Einführung der Impfpflicht nach dem Vorbild Frankreichs oder Italiens, zumindest (vorerst) für bestimmte Berufsgruppen. So auch in Österreich, etwa in Person der Chefredakteurin des zum Kurier gehörenden Digital-Portals futurezone.at.“Kein Bock auf Lockdown”, daher ImpfpflichtAuf Twitter schrieb futurezone.at-Chefredakteurin Claudia Zettel, bekannt für ihre links-außen Ansichten und ihres Zeichens “Hyper-Feministin”, dass sie aufgrund der angeblichen Gefahr von Nichtgeimpften “keinen Bock” mehr auf einen neuerlichen “Lockdown” im Herbst habe. Daher sollte man gefälligst eine Impfpflicht einführen, immerhin handle es sich um eine “Pandemie und keine individuelle Entscheidung”:ClaudiaZettel@ClaudiaZettelMacht endlich eine Impfpflicht. Ich hab echt keinen Bock mehr wieder im Lockdown zu sitzen. Es ist halt einfach keine ""individuelle Entscheidung"", es ist eine Pandemie. https://t.co/EYe3VRJKuw10:08 AM · Jul 17, 2021    956    137Dass beispielsweise in Israel aktuell die Spitäler voll von Geimpften sind, die bereits gegen Corona immunisiert sein sollten, wird natürlich geflissentlich ausgelassen. Viel lieber zitiert Zettel einen Artikel in der Wiener Zeitung, in dem ein Molekularbiologe (!) seinen Alarmismus zu Corona verbreiten darf und gleichzeitig eine Impfpflicht einfordert.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Krone-Kolumnist Jeannée plötzlich Klimajünger: Flutkatastrophe ist “Kriegserklärung” des Klimawandels,"Kronen Zeitung    17. Juli 2021 / 12:05Krone-Kolumnist Jeannée plötzlich Klimajünger: Flutkatastrophe ist “Kriegserklärung” des KlimawandelsKronen Zeitung Kolumnist Michael Jeannée kann es einfach nicht lassen. In geradezu blindem Eifer schreibt der einst angesehene Journalist seit Jahren nur mehr das, was die Regierenden und der Zeitgeist lesen und hören möchten. So nun auch bei der grassierenden Klimawandel-Hysterie. In einem martialischen Kommentar phantasiert Jeannée angesichts der Flutkatastrophe in Deutschland gar vom “Krieg des Klimawandels” gegen uns.“Kinder ertrinken vor ihren Müttern”Geradezu herzzerreißend schreibt Jeannée vom Klimawandel, der seine “Fratze zeige” und Müttern, deren Kinder vor ihren Augen ertrunken seien. Derartige Meldungen gab es jedoch bisher keine aus Deutschland.Dennoch: Für den Krone-Kolumnisten hat uns der “Klimawandel den Krieg erklärt”. Einen Krieg, der “keine Grenzen kenne” und “vielleicht schon morgen bei uns ist”. In einem beispiellosen Alarmismus schreibt er weiter:Denn die Rache des Klimawandels ist gnadenlos. Zu lange hat man ihn unterschätzt, weggedacht, ignoriert, lächerlich gemacht, belächelt.Hochwasser kein Zeichen des KlimawandelsOb Jeannée hier bereits Wahlkampf für die Grünen macht, oder einfach nur die Fakten bewusst ignoriert, sei dahingestellt. Denn sogar der bundesdeutsche Staatsfunk ARD musste zugeben, dass solche verheerenden Hochwasser keine Zeichen des Klimawandels sind und leider immer wieder auftreten können. Ebenso sieht das der bekannte deutsche Wetterexperte Jörg Kachelmann.In den überschwemmten Gebieten Deutschlands zeigen zudem Wassermarkierungen, wo die Hochwasser in den letzten hunderten von Jahren standen. Und alleine die Fluten des 19. Jahrhunderts waren annähernd doppelt so hoch wie die jetzige. Damals machte allerdings niemand einen angeblich menschgemachten Klimawandel dafür verantwortlich.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Nina Proll im deutschen Fernsehen: „In Österreich interessiert sich nur noch die FPÖ für Grundrechte“,"Meinungsfreiheit    17. Juli 2021 / 10:22Nina Proll im deutschen Fernsehen: „In Österreich interessiert sich nur noch die FPÖ für Grundrechte“„Bloß nichts Falsches sagen!“ hieß der Titel der Sendung „Nachtcafé“ gestern, Freitagabend, im Südwestrundfunk (SWR). Schauspielerin Nina Proll sorgte dabei kurzzeitig für Aufregung in der Diskussionsrunde, der auch der Entertainer Harald Schmidt angehörte.Nur FPÖ interessiert sich für GrundrechtProll sagte also live im deutschen Fernsehen:In Österreich ist die FPÖ die einzige Partei, die sich für das Grundrecht interessiert.Die Aussage rief bei Hasnain Kazim, er ist Autor und Journalist, Empörung hervor. Er reagierte mit Kopfschütteln und meinte zudem:Das ist Unsinn.Kazim, nach eigenen Angaben selbst Opfer von alltäglichem Rassismus („Ich werde aufgrund meiner braunen Hautfarbe als einziger im Zug kontrolliert.“), sagte einfach pauschal und ohne ein einziges Beispiel für seine Aussage zu liefern: „Das ist Unsinn“.Völlige Unkenntnis des österreichischen ParlamentarismusDer Journalist dürfte in völliger Unkenntnis des österreichischen Parlamentarismus die Feststellung von Nina Proll kritisiert haben, nur weil Proll das „F-Wort“, die FPÖ, nannte. Wer aber das politische Leben in Österreich halbwegs beobachtet, weiß, dass die Freiheitlichen tatsächlich die einzigen sind, die seit Beginn der Corona-Krise für die Grund- und Freiheitsrechte kämpfen.Kampf für Grund- und FreiheitsrechteWenn es im Parlament darum ging, dem Gesundheitsmister ein Notverordnungsgesetz nach dem anderen zu verschaffen, mit dem er machen konnte, was er wollte, war die FPÖ die einzige Partei, die dagegen stimmte.FPÖ-Parteichef Herbert Kickl organisierte zudem eine große Kundgebung, bei der rund 80.000 Menschen teilnahmen, um gegen die übertriebenen Maßnahmen der schwarz-grünen Regierung zu protestieren.Zuletzt hielt Kickl eine Brandrede im Parlament, weil ÖVP-Innenminister Karl Nehammer ein Symbol einer Organisation verbieten ließ, obwohl die Organisation (die Identitären) in Österreich gar nicht verboten ist und das Symbol den Anfangsbuchstaben eines griechischen Freiheitskämpfers darstellt, der mit seinem Mut Geburtshelfer des heutigen Abendlandes war (siehe Video).Nina Proll sagte nichts FalschesFreiheits- und Grundrechte werden in Österreich derzeit mit Füßen getreten. Und wenn die Schauspielerin Nina Proll im deutschen Fernsehen sagt, dass sich derzeit nur die FPÖ für Grundrechte in Österreich interessiert, sagt sie nichts Falsches. Aber sie kann sich trotzdem dem Aufschrei der Empörten sicher sein, wie man am Beispiel des Journalisten Hasnain Kazim sehen konnte.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
"ORF-Mann Armin Wolf fragt live in der ZiB 2, warum Ungeimpfte gleiche Rechte haben sollen","ORF    16. Juli 2021 / 20:07ORF-Mann Armin Wolf fragt live in der ZiB 2, warum Ungeimpfte gleiche Rechte haben sollenDer wohl bekannteste Nachrichtensprecher des staatlichen Rundfunks ORF, Armin Wolf, schlägt nun ebenfalls in die Kerbe der Impfpropaganda. Bei einem Interview mit dem Epidemiologen Gerald Gartlehner fragte Wolf ganz ungeniert, warum gegen das Coronavirus ungeimpfte Menschen gleiche Rechte wie Geimpfte haben sollten. Der öffentliche Aufschrei blieb bisher aus, auch, weil es in die aktuelle Repressionspolitik der Regierung passt.Kandidiert Wolf bald für ÖVP?In dem Interview mit Gartlehner, der an der Donauniversität Krems lehrt, ging es um die sogenannten “Impfverweigerer”, die angeblich immer mehr zu einer gesellschaftlichen Gefahr werden würden. Dabei sprach sich der Epidemiologe sogar für eine Impfpflicht im Pflegebereich aus, wie sie etwa in Italien, Frankreich und Griechenland bereits eingeführt wurde.Wolf fragte dann im Verlauf des Interviews auch ungeniert:Wenn jemand sich nicht impfen lassen will, warum soll er die gleichen Rechte haben wie Menschen, die sich impfen lassen?Empörte Zuseher kritisierten die Wortmeldung des Journalisten in den sozialen Netzwerken scharf. Manche stellten die Frage, ob Wolf sich bereits für eine künftige Karriere bei der Kurz-ÖVP, etwa im Propaganda-Stab, mit solchen Aussagen bewerbe.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
